t,lat,lon,z,TOP_az,TOP_dist,TOP_inc,JDNA_az,JDNA_dist,JDNA_inc,JDNB_az,JDNB_dist,JDNB_inc,JDSA_az,JDSA_dist,JDSA_inc,JDSB_az,JDSB_dist,JDSB_inc,QST_az,QST_dist,QST_inc,CHKB_az,CHKB_dist,CHKB_inc,VPT_az,VPT_dist,VPT_inc
2023-10-06T16:00:32.250000Z,43.138412,-116.772404,1647.0,60.298297778849886,2846.302536363807,[93.74773273],37.17371433043362,1776.2715185909738,[90.46722078],40.555223019048334,1897.103567635378,[90.89495501],30.228939069850142,2130.285750088485,[90.38278905],34.14959818632355,2260.4454038799595,[91.58379145],193.81328301280573,7580.429375086964,[86.65670773],207.58268577328195,19783.083710489394,[87.78529009],312.5447280548364,2797.4566516941204,[93.05911114]
2023-10-06T16:00:33.110000Z,43.138275,-116.772532,1624.0,60.461627585740764,2829.730041980845,[94.23304749],37.20310052734042,1757.8520595698021,[91.2216084],40.615816664229456,1878.770223775009,[91.60475969],30.192796059674997,2111.89261053741,[91.01001544],34.14778620657357,2242.003799794245,[92.18394653],193.86217488309583,7597.696691926205,[86.8371792],207.5890733254887,19801.392974300306,[87.85379064],312.1704832192829,2794.902877090447,[93.53184116]
2023-10-06T16:00:34.860000Z,43.137585,-116.77342,1670.0,61.11474728400258,2729.2705492891196,[93.42708674],36.81565742925969,1653.1489020959048,[89.70488487],40.45682575266148,1773.5562770301326,[90.21434658],29.511921951259286,2009.4409070351946,[89.75001128],33.69911595038267,2138.0726329752674,[91.05839522],194.2481534622907,7689.589556306688,[86.53328455],207.67159942281415,19902.773564785995,[87.73248424],310.014176343202,2799.0006696603673,[92.58775924]
2023-10-06T16:00:38.310000Z,43.136747,-116.774924,1685.0,61.6140332844032,2577.2634779429113,[93.29643997],35.21161862907723,1505.8760570569227,[89.10537075],39.303748642667244,1623.642837171124,[89.70481503],27.65371491121117,1869.1194597208616,[89.27147297],32.258197295384775,1993.3489914256602,[90.70417971],194.9503586404803,7810.49943663739,[86.47718953],207.85834734522433,20042.067084954164,[87.70541315],306.98386971060773,2836.8732320111944,[92.25083917]
2023-10-06T16:00:41.330000Z,43.135895,-116.776109,1700.0,62.49137724861858,2447.7435884423335,[93.12049965],34.202704745153014,1373.1605985630538,[88.39336453],38.7410168816736,1489.3994818323986,[89.10124443],26.2894178459275,1741.0196476540598,[88.72439858],31.304556490760458,1862.1000214760322,[90.29230717],195.4473868812513,7927.098722846039,[86.42087108],207.97533846806877,20170.787961014597,[87.67750138],304.30646084489206,2860.1127877518534,[91.93247579]
2023-10-06T16:00:44.750000Z,43.134838,-116.777344,1738.0,63.92783146894974,2305.1267407906666,[92.37096843],33.40038233314671,1219.6761837250926,[86.41031853],38.53209875577689,1334.934479623261,[87.36804902],24.919118796460484,1591.6848372675897,[87.23874482],30.472809929209504,1709.7354364107277,[89.04501102],195.91343329085012,8067.294223608585,[86.21412302],208.07082432234054,20321.610460412612,[87.58776216],301.24984905152604,2881.0828047773743,[91.16327629]
2023-10-06T16:00:46.970000Z,43.133972,-116.778025,1723.0,65.5349913245615,2213.9623869779557,[92.85582991],33.74733604623045,1108.8765138787546,[86.82476731],39.30849607542785,1225.2721643035832,[87.83292886],24.543760157684194,1481.1182025549097,[87.61196132],30.51041158031179,1598.7174963100813,[89.51619055],196.10225495814254,8175.043432326022,[86.36857491],208.0814085733362,20432.569870883573,[87.64283618],299.0416784409246,2880.7214713570647,[91.46160573]
2023-10-06T16:00:50.460000Z,43.132599,-116.779047,1723.0,68.41625189666591,2077.7607793741836,[93.04269461],34.70290211028441,935.9818007657035,[86.23978982],41.063232668428995,1055.0698525958721,[87.48375832],24.006416243081276,1307.881706771196,[87.29609382],30.74438814172631,1425.099329752123,[89.45725195],196.36072381107593,8344.728424404566,[86.44222611],208.08644241369188,20606.288067632187,[87.66268576],295.58908439832067,2884.6747765481687,[91.45960354]
2023-10-06T16:00:55.130000Z,43.130881,-116.78009,1731.0,72.75416452882281,1934.217087542149,[93.03176715],37.750587728705504,731.793678309817,[84.57360647],45.16922695495712,857.6227734879797,[86.37285417],24.013742907312146,1099.0030407552729,[86.36759296],31.904234727445804,1217.9300916878633,[88.98866829],196.5465708346224,8551.802087064401,[86.47476166],208.04600927899938,20814.654866118915,[87.66407299],291.44080429019294,2886.423075748457,[91.30001119]
2023-10-06T16:00:59.600000Z,43.129205,-116.781071,1738.0,77.64273785453014,1809.4040896748002,[93.01946985],43.177283460990324,538.1172150148958,[81.90734931],51.62528094379413,674.0230006944878,[84.79796806],24.197276677228327,896.4434272858742,[85.1053812],33.62978204205022,1018.1404867871954,[88.39658334],196.70080862021544,8753.043397500598,[86.50995994],208.00019506201133,21016.547935028066,[87.66743611],287.4367460795497,2899.8189659404607,[91.15576223]
2023-10-06T16:01:05.040000Z,43.126552,-116.782314,1746.0,86.82410921622757,1668.976643219375,[92.99918004],69.91155729631404,284.3804738659935,[73.44858335],73.85522992067007,444.830935345484,[81.13692351],26.9870212243513,586.8429222967842,[81.78066641],39.9227385148548,721.0679541603862,[87.10219752],196.77853362083798,9064.41680150492,[86.57917541],207.86956713392067,21324.395140404577,[87.67961349],281.32295579552095,2924.761547296705,[90.98924376]
2023-10-06T16:01:12.150000Z,43.123619,-116.783687,1746.0,98.53763621795191,1572.1840067842327,[93.1834579],145.7488853686989,276.0406738744752,[72.97705419],122.64329805135742,374.77466524697246,[79.51409792],38.10749384576375,250.48552821578838,[71.30352456],57.09444699652875,418.119391663976,[85.01097559],196.85797351854984,9408.644034754225,[86.7040495],207.72927392944575,21664.816163447427,[87.716035],274.7663542830262,2990.04233392487,[90.96765002]
2023-10-06T16:01:17.750000Z,43.121384,-116.785243,1761.0,108.63930278115478,1507.2468501781827,[92.7517124],176.54823861778516,477.3346385337568,[78.2236259],157.24264329266813,488.48649491336266,[80.20128345],151.36110362358912,58.34127702051488,[30.3179161],95.38552457950446,225.41947703311212,[77.13090503],197.1496275307815,9683.098119294093,[86.70879975],207.7213543223581,21943.521396757733,[87.7059094],270.0038636025268,3106.438408826235,[90.65478987]
2023-10-06T16:01:24.060000Z,43.118824,-116.786957,1776.0,120.7312957003146,1499.3006618513677,[92.19412688],188.28170222434326,768.889337272794,[81.52888695],176.1481830323987,736.5280212972132,[82.31661626],198.3826046956753,353.65246734178646,[72.02068699],164.46486046957725,317.15035947641456,[78.15779737],197.43369504502436,9996.088745030193,[86.72593138],207.69988674495266,22260.181804973534,[87.69996212],264.9976256760595,3258.470738221553,[90.36050677]
2023-10-06T16:01:26.810000Z,43.1178,-116.787611,1784.0,125.45756687010541,1516.8639219570284,[91.86694136],190.61871916451955,889.8703404529241,[82.16095026],180.25303331147776,848.6340722579909,[82.78952796],200.1349698518991,478.61749316588373,[75.61354346],175.6743845080125,420.5233401505839,[79.95370607],197.5285362043937,10120.577233716684,[86.72097379],207.6856449890859,22385.656064212533,[87.69239738],263.12394892046467,3323.241944922749,[90.21555658]
2023-10-06T16:01:29.080000Z,43.116989,-116.788117,1784.0,129.0821989653647,1538.6811669488989,[91.84048799],192.00584032334527,986.302418900365,[82.91919048],182.74019950704096,939.7982995194197,[83.48263675],200.89428386715343,577.4355352630588,[77.99717209],181.06421696614063,509.5115036409436,[81.68124822],197.59681299359923,10218.89651710329,[86.7524545],207.67228270176253,22484.58112500246,[87.7025392],261.68980432787623,3376.0122034642054,[90.21218725]
2023-10-06T16:01:30.680000Z,43.116119,-116.788309,1784.0,132.14235432076828,1589.7663142273288,[91.78138496],191.75123756651985,1084.1022240880577,[83.55232755],183.34725236846475,1037.1456164001245,[84.08981011],199.2039977440349,673.599058544081,[79.67087053],182.37051199858436,606.5953272916864,[82.9981893],197.51749529519356,10315.76701198639,[86.7828863],207.5938526450444,22577.50421414055,[87.71198488],260.11937729766686,3406.769231690657,[90.2102716]
2023-10-06T16:01:33.710000Z,43.115053,-116.788461,1784.0,135.45545502740202,1662.8509679249762,[91.70313774],191.1793499314185,1202.6271870309602,[84.1831855],183.6166761905779,1156.1058744559093,[84.69428545],197.22589000195816,789.9771254975101,[81.16652979],182.95989904889765,725.4712710489857,[84.13674229],197.38680735449626,10432.463850923465,[86.81879839],207.48343996406496,22688.30043213832,[87.7231464],258.21209952128845,3441.2412539135826,[90.20816526]
2023-10-06T16:01:36.490000Z,43.113876,-116.788628,1776.0,138.77805910466887,1749.467162316532,[91.88061996],190.66322854251996,1333.594591534962,[85.0920837],183.8533461054516,1287.472553235955,[85.58675522],195.62160086112388,919.2570479743058,[82.88355289],183.41616273130631,856.7845780093444,[85.56184146],197.24552051678046,10561.353794493747,[86.90081493],207.36262754316544,22810.699785271572,[87.75541421],256.1523624810344,3483.5719603487646,[90.33721213]
